name,category,scientific_name,description,image_url,source_url,extra
nicotine,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Nikotin_-_Nicotine.svg/960px-Nikotin_-_Nicotine.svg.png,https://en.wikipedia.org/wiki/Nicotine,"{""wikipedia_title"": ""Nicotine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/8/81/Nikotin_-_Nicotine.svg""}"
mouth cancer,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/ZungenCa2a.jpg/960px-ZungenCa2a.jpg,https://en.wikipedia.org/wiki/Mouth_cancer,"{""wikipedia_title"": ""Oral cancer"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/3/3c/ZungenCa2a.jpg""}"
Argemone mexicana,poisonous,,"Argemone mexicana, also known by the common names Mexican poppy, Mexican prickly poppy, flowering thistle, cardo, and cardosanto, is a species of poppy found in Mexico and now widely naturalized in many parts of the world. An extremely hardy pioneer plant, it is tolerant of drought and poor soil, often being the only cover on new road cuttings or verges. It has bright yellow latex. It is poisonous to grazing animals, and it is rarely eaten, but it has been used medicinally by many peoples, including those in its native area, as well as the indigenous peoples of the western United States, parts of Mexico, and many parts of India. In India, during the colorful festival Holika Dahan, adults and children worship by offering flowers, and this species is in its maximum flowering phase during March when the Holi festival is celebrated. It is also referred to as ""Kanteli Ka Phul"" and ""Satyanashi"" in India.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Argemone_mexicana_flower_2.jpg/960px-Argemone_mexicana_flower_2.jpg,https://en.wikipedia.org/wiki/Argemone_mexicana,"{""wikipedia_title"": ""Argemone mexicana"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/5/57/Argemone_mexicana_flower_2.jpg""}"
Papaveraceae,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/2010-06-29_%2828%29_Papaver_rhoeas.jpg/960px-2010-06-29_%2828%29_Papaver_rhoeas.jpg,https://en.wikipedia.org/wiki/Papaveraceae,"{""wikipedia_title"": ""Papaveraceae"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/9/9a/2010-06-29_%2828%29_Papaver_rhoeas.jpg""}"
sanguinarine,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Sanguinarine_Structure_V.1.svg/960px-Sanguinarine_Structure_V.1.svg.png,https://en.wikipedia.org/wiki/Sanguinarine,"{""wikipedia_title"": ""Sanguinarine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/8/83/Sanguinarine_Structure_V.1.svg""}"
dihydrosanguinarine,poisonous,,Dihydrosanguinarine is an alkaloid found in the herbs Corydalis adunca and Lamprocapnos spectabilis. It gets its name from the Sanguinaria canadensis plant in the poppy family Papaveraceae in which it is also found.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Dihydrosanguinarine.png/960px-Dihydrosanguinarine.png,https://en.wikipedia.org/wiki/Dihydrosanguinarine,"{""wikipedia_title"": ""Dihydrosanguinarine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/d/d9/Dihydrosanguinarine.png""}"
epidemic dropsy,poisonous,,"Epidemic dropsy is a form of edema of extremities due to poisoning by Argemone mexicana (Mexican prickly poppy). Epidemic dropsy is a clinical state resulting from use of edible oils adulterated with Argemone mexicana seed oil. Sanguinarine and dihydrosanguinarine are two major toxic alkaloids of argemone oil, which cause widespread capillary dilation, proliferation and increased capillary permeability. When mustard oil is adulterated deliberately (as in most cases) or accidentally with argemone oil, proteinuria (specifically loss of albumin) occurs, with a resultant edema as would occur in nephrotic syndrome. Other major symptoms are bilateral pitting edema of extremities, headache, nausea, loose bowels, erythema, glaucoma and breathlessness. Leakage of the protein-rich plasma component into the extracellular compartment leads to the formation of edema. The haemodynamic consequences of this vascular dilatation and permeability lead to a state of relative hypovolemia with a constant stimulus for fluid and salt conservation by the kidneys. Illness begins with gastroenteric symptoms followed by cutaneous erythema and pigmentation. Respiratory symptoms such as cough, shortness of breath and orthopnoea, progressing to frank right-sided congestive cardiac failure, are seen. Mild to moderate anaemia, hypoproteinaemia, mild to moderate renal azotemia, retinal haemorrhages, and glaucoma are common manifestations. There is no specific therapy. Removal of the adulterated oil and symptomatic treatment of congestive cardiac failure and respiratory symptoms, along with administration of antioxidants and multivitamins, remain the mainstay of treatment. Epidemic dropsy occurs as an epidemic in places where use of mustard oil from the seeds of Brassica juncea, commonly known as Indian mustard, as a cooking medium is common. This is because there is an increased chance of adulteration (with argemone oil) and consumption of such adulterated mustard oil in these areas.",https://upload.wikimedia.org/wikipedia/commons/1/1b/1-s2.0-S0304416504003162-gr1.jpg,https://en.wikipedia.org/wiki/Epidemic_dropsy,"{""wikipedia_title"": ""Epidemic dropsy""}"
Arnica montana,poisonous,,"Arnica montana, also known as leopard's bane, mountain tobacco and mountain arnica, is a moderately toxic European flowering plant in the daisy family Asteraceae that has a large yellow flower head. The names ""wolf's bane"" and ""leopard's bane"" are also used for another plant, Aconitum, which is extremely poisonous. Arnica montana has been used as a herbal medicine, but there is insufficient clinical evidence for its therapeutic use, although studies show it helps with internal healing and preventing hematoma. It is toxic when taken internally or applied to injured skin.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Arnica_montana_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-015.jpg/960px-Arnica_montana_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-015.jpg,https://en.wikipedia.org/wiki/Arnica_montana,"{""wikipedia_title"": ""Arnica montana"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/1/17/Arnica_montana_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-015.jpg""}"
helenalin,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Helenalin.svg/960px-Helenalin.svg.png,https://en.wikipedia.org/wiki/Helenalin,"{""wikipedia_title"": ""Helenalin"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/3/31/Helenalin.svg""}"
Ames test,poisonous,,"The Ames test is a widely employed method that uses bacteria to test whether a given chemical can cause mutations in the DNA of the test organism. More formally, it is a biological assay to assess the mutagenic potential of chemical compounds. A positive test indicates that the chemical is mutagenic and therefore may act as a carcinogen, because cancer is often linked to mutation. The test serves as a quick and convenient assay to estimate the carcinogenic potential of a compound because standard carcinogen assays on mice and rats are time-consuming (taking two to three years to complete) and expensive. However, false-positives and false-negatives are known. The procedure was described in a series of papers in the early 1970s by Bruce Ames and his group at the University of California, Berkeley.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Ames_test.svg/960px-Ames_test.svg.png,https://en.wikipedia.org/wiki/Ames_test,"{""wikipedia_title"": ""Ames test"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/6/6e/Ames_test.svg""}"
mutagenic,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/GHS-pictogram-silhouette.svg/960px-GHS-pictogram-silhouette.svg.png,https://en.wikipedia.org/wiki/Mutagen,"{""wikipedia_title"": ""Mutagen"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/2/21/GHS-pictogram-silhouette.svg""}"
Arum maculatum,poisonous,,"Arum maculatum, commonly known as cuckoopint, jack-in-the-pulpit and other names (see common names), is a woodland flowering plant species in the family Araceae. It is native across most of Europe, as well as Eastern Turkey and the Caucasus.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Aro_scuro.jpg/960px-Aro_scuro.jpg,https://en.wikipedia.org/wiki/Arum_maculatum,"{""wikipedia_title"": ""Arum maculatum"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/4/47/Aro_scuro.jpg""}"
raphides,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Raphides_from_variegated_ivy.jpg/960px-Raphides_from_variegated_ivy.jpg,https://en.wikipedia.org/wiki/Raphide,"{""wikipedia_title"": ""Raphide"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/0/05/Raphides_from_variegated_ivy.jpg""}"
saponins,poisonous,,,,https://en.wikipedia.org/wiki/Saponins,"{""wikipedia_title"": ""Saponin""}"
contact dermatitis,poisonous,,"Contact dermatitis is a type of acute or chronic inflammation of the skin caused by exposure to chemical or physical agents. Symptoms of contact dermatitis can include itchy or dry skin, a red rash, bumps, blisters, or swelling. These rashes are not contagious or life-threatening, but can be very uncomfortable. Contact dermatitis results from either exposure to allergens (allergic contact dermatitis), or irritants (irritant contact dermatitis). Allergic contact dermatitis involves a delayed type of hypersensitivity and previous exposure to an allergen to produce a reaction. Irritant contact dermatitis is the most common type and represents 80% of all cases. It is caused by prolonged exposure to irritants, leading to direct injury of the epidermal cells of the skin, which activates an immune response, resulting in an inflammatory cutaneous reaction. Phototoxic dermatitis occurs when the allergen or irritant is activated by sunlight. Diagnosis of allergic contact dermatitis can often be supported by patch testing.",https://upload.wikimedia.org/wikipedia/commons/a/a8/Contact_dermatitis_around_wound.jpg,https://en.wikipedia.org/wiki/Contact_dermatitis,"{""wikipedia_title"": ""Contact dermatitis""}"
Western Hemisphere,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/6/6c/Western_Hemisphere_LamAz.png,https://en.wikipedia.org/wiki/Western_Hemisphere,"{""wikipedia_title"": ""Western Hemisphere""}"
tropane alkaloids,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Tropane.svg/960px-Tropane.svg.png,https://en.wikipedia.org/wiki/Tropane_alkaloids,"{""wikipedia_title"": ""Tropane alkaloid"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/7/76/Tropane.svg""}"
A. baetica,poisonous,,"Atropa baetica, commonly known as the Andalusian belladonna, is one of Europe's rarest wildflowers. A close relative of the infamous deadly nightshade (Atropa belladonna), its specific name derives from that of the Roman province of Hispania Baetica, while its common name refers to the Spanish region of Andalucía – both designating the area in the south of Spain where it is most frequently encountered. It is an attractive perennial plant with a herbaceous habit, bearing infundibuliform (i.e. funnel-shaped), yellow or greenish flowers and shiny, black berries. Like the other three (generally accepted) species of Atropa, it is an extremely poisonous plant, containing a variety of tropane alkaloids with anticholinergic, deliriant, antispasmodic and mydriatic properties. Although most populations of the plant are to be found in Spain, it is not wholly confined to the Iberian Peninsula of Europe, occurring also in certain localities in Morocco (e.g. the Talassemtane National Park) and Algeria in the Atlas Mountains (Rif, Tell Atlas and Middle Atlas ranges) of North Africa. The Rif and the Baetic System, which face each other across the Alboran Sea (which includes the Strait of Gibraltar), together constitute one of the finest of the Mediterranean biodiversity hotspots – rich in endemic species, of which Atropa baetica is a notable example. (For more on Ibero-Maghrebi, floral biodiversity (featuring what, in Spanish are termed 'Iberoafricanismos') see Cartagena, Spain, section 'Environment' subsection 'Flora').",https://upload.wikimedia.org/wikipedia/commons/8/8b/Atropa_baetica%2C_Eusebiol%2C_Willkomm%2C_background_brightened.jpg,https://en.wikipedia.org/wiki/Atropa_baetica,"{""wikipedia_title"": ""Atropa baetica""}"
A. pallidiflora,poisonous,,"Atropa pallidiflora is a close relative of the infamous deadly nightshade and, like it, is an extremely poisonous plant, containing a variety of tropane alkaloids valued in medicine for their anticholinergic, antispasmodic and mydriatic properties and deliriant in excess. Atropa pallidiflora is the least well-known of the four currently accepted species of Atropa and is endemic to the remarkable Caspian Hyrcanian mixed forests of Northern Iran, which can boast all the species of Atropa currently recognised, with the sole exception of the strictly Ibero-Maghrebi Atropa baetica. The binomial Atropa pallidiflora was published by Eva Schönbeck-Temesy in volume 100 ('Solanaceae') of Karl Heinz Rechinger's monumental Flora Iranica in 1972. The specific name pallidiflora signifies 'bearing flowers of a pale, wan or washed-out hue' and, while appropriate, is not especially evocative, given that the flowers of most Atropa species are far from vivid (only the flowers of the yellow-flowered form (as opposed to the green) of Atropa baetica could be said to have a colour that is cheerful rather than sombre). The flowers of A. pallidiflora, like those of A.baetica, vary from greenish to yellow, but, as the designation 'having pallid flowers' might suggest, the yellow in question is a dingy greenish-yellow that is far from ornamental. The geographical term 'Hyrcanian' in the common name signifies that the plant is native to what was once the satrapy of Hyrcania, the name of which derives (via Ancient Greek) from an Iranian root meaning 'wolf' : Hyrcania is thus the 'Land of Wolves' ( - see also Gorgan). The name is an apt one, since the Hyrcanian forests have long been known as a hunting ground (or, in modern parlance, 'ecosystem') of legendary richness and beauty : the lush forests could support an abundance of large, mammalian herbivores, which in turn could support an abundance of apex predators - notably the wolf, but also the Persian leopard and even the tiger. The word 'Hyrcanian' (also its variant form 'Hyrcan') will be familiar to any diligent reader of the works of William Shakespeare, as an epithet of the proverbially savage (but now, sadly, extinct) Caspian Tiger, known to the dramatist from his reading of the works of various Latin authors - who, in turn, were familiar with the Ancient Greek coinage 'Hyrcania' and the lands adjoining the Caspian Sea to which the place name referred. Regarding the richness of the Hyrcanian flora - of which Atropa pallidiflora is a noteworthy element - it is worth mentioning that the name of the modern Iranian province of Golestan (which constitutes the easternmost portion of ancient Hyrcania) has the delightful meanings of 'Rose Garden' and 'Land of Flowers'.",,https://en.wikipedia.org/wiki/Atropa_pallidiflora,"{""wikipedia_title"": ""Atropa pallidiflora""}"
A. acuminata,poisonous,,"Atropa acuminata, also known as maitbrand or Indian belladonna, is a close relative of deadly nightshade of Europe and North Africa and, like it, is an extremely poisonous plant valued in medicine for its richness in tropane alkaloids with anticholinergic, deliriant, antispasmodic and mydriatic properties. The specific name acuminata signifies acuminate i.e. 'tapering to a long point' - in reference to the distinctive shape of the leaves. Atropa acuminata is native to the Himalayas, being found in Eastern Afghanistan, the North of India and Pakistan : from Balochistan in the West to Kashmir in the East, in an area including also Himachal Pradesh, Uttarakhand (part of Uttar Pradesh until the year 2000) and Pakistan's Azad Jammu and Kashmir. The plant described under the name Atropa acuminata Royle ex Miers (which may be referable to A. acuminata Royle ex Lindl.) is found also in Eastern Iran and Mongolia.",,https://en.wikipedia.org/wiki/Atropa_acuminata,"{""wikipedia_title"": ""Atropa acuminata""}"
atropine,poisonous,,"Atropine is a tropane alkaloid and anticholinergic medication used to treat certain types of nerve agent and pesticide poisonings as well as some types of slow heart rate, and to decrease saliva production during surgery. It is typically given intravenously or by injection into a muscle. Eye drops are also available which are used to treat uveitis and early amblyopia. The intravenous solution usually begins working within a minute and lasts half an hour to an hour. Large doses may be required to treat some poisonings. Common side effects include dry mouth, abnormally large pupils, urinary retention, constipation, and a fast heart rate. It should generally not be used in people with closed-angle glaucoma. While there is no evidence that its use during pregnancy causes birth defects, this has not been well studied so sound clinical judgment should be used. It is likely safe during breastfeeding. It is an antimuscarinic (a type of anticholinergic) that works by inhibiting the parasympathetic nervous system. Atropine occurs naturally in a number of plants of the nightshade family, including deadly nightshade (Atropa belladonna), jimsonweed (Datura stramonium), mandrake (Mandragora officinarum) and angel's trumpet (Brugmansia). Atropine was first isolated in 1833. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Atropine.svg/960px-Atropine.svg.png,https://en.wikipedia.org/wiki/Atropine,"{""wikipedia_title"": ""Atropine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/6/64/Atropine.svg""}"
hyoscine,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/L-Scopolamin.svg/960px-L-Scopolamin.svg.png,https://en.wikipedia.org/wiki/Hyoscine_hydrobromide,"{""wikipedia_title"": ""Scopolamine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/2/25/L-Scopolamin.svg""}"
hyoscyamine,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Hyoscyamine.svg/960px-Hyoscyamine.svg.png,https://en.wikipedia.org/wiki/Hyoscyamine,"{""wikipedia_title"": ""Hyoscyamine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/f/fc/Hyoscyamine.svg""}"
dilated,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Dilated_pupils_2006_%28cropped_2%29.jpg/960px-Dilated_pupils_2006_%28cropped_2%29.jpg,https://en.wikipedia.org/wiki/Mydriasis,"{""wikipedia_title"": ""Mydriasis"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/1/19/Dilated_pupils_2006_%28cropped_2%29.jpg""}"
pupils,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Eye_iris.jpg/960px-Eye_iris.jpg,https://en.wikipedia.org/wiki/Pupil,"{""wikipedia_title"": ""Pupil"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/6/65/Eye_iris.jpg""}"
vision,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Greek_uc_psi_icon.svg/960px-Greek_uc_psi_icon.svg.png,https://en.wikipedia.org/wiki/Visual_perception,"{""wikipedia_title"": ""Visual perception"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/9/9e/Greek_uc_psi_icon.svg""}"
tachycardia,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Tachycardia_ECG_paper.svg/960px-Tachycardia_ECG_paper.svg.png,https://en.wikipedia.org/wiki/Tachycardia,"{""wikipedia_title"": ""Tachycardia"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/4/45/Tachycardia_ECG_paper.svg""}"
balance,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/6/65/Balance.JPG,https://en.wikipedia.org/wiki/Sense_of_balance,"{""wikipedia_title"": ""Sense of balance""}"
rash,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Severerash.jpg/960px-Severerash.jpg,https://en.wikipedia.org/wiki/Rash,"{""wikipedia_title"": ""Rash"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/b/bd/Severerash.jpg""}"
urinary retention,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Harnverhalt.jpg/960px-Harnverhalt.jpg,https://en.wikipedia.org/wiki/Urinary_retention,"{""wikipedia_title"": ""Urinary retention"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/3/31/Harnverhalt.jpg""}"
hallucinations,poisonous,,"A hallucination is a perception in the absence of an external context stimulus that has the compelling sense of reality. They are distinguishable from several related phenomena, such as dreaming (REM sleep), which does not involve wakefulness; pseudohallucination, which does not mimic real perception, and is accurately perceived as unreal; illusion, which involves distorted or misinterpreted real perception; and mental imagery, which does not mimic real perception, and is under voluntary control. Hallucinations also differ from ""delusional perceptions"", in which a correctly sensed and interpreted stimulus (i.e., a real perception) is given some additional significance. Hallucinations can occur in any sensory modality—visual, auditory, olfactory, gustatory, tactile, proprioceptive, equilibrioceptive, nociceptive, thermoceptive and chronoceptive. Hallucinations are referred to as multimodal if multiple sensory modalities occur. A mild form of hallucination is known as a disturbance, and can occur in most of the senses above. These may be things like seeing movement in peripheral vision, or hearing faint noises or voices. Auditory hallucinations are very common in schizophrenia. They may be benevolent (telling the subject good things about themselves) or malicious (cursing the subject). 55% of auditory hallucinations are malicious in content, for example, people talking about the subject, not speaking to them directly. Like auditory hallucinations, the source of the visual counterpart can also be behind the subject. This can produce a feeling of being looked or stared at, usually with malicious intent. Frequently, auditory hallucinations and their visual counterpart are experienced by the subject together. Hypnagogic hallucinations and hypnopompic hallucinations are considered normal phenomena. Hypnagogic hallucinations can occur as one is falling asleep and hypnopompic hallucinations occur when one is waking up. Hallucinations can be associated with drug use (particularly deliriants), sleep deprivation, psychosis (including stress-related psychosis), neurological disorders, and delirium tremens. Many hallucinations happen also during sleep paralysis. The word ""hallucination"" itself was introduced into the English language by the 17th-century physician Sir Thomas Browne in 1646 from the derivation of the Latin word alucinari meaning to wander in the mind. For Browne, hallucination means a sort of vision that is ""depraved and receive[s] its objects erroneously"".",https://upload.wikimedia.org/wikipedia/commons/3/39/August_Natterer_Meine_Augen_zur_Zeit_der_Erscheinungen.jpg,https://en.wikipedia.org/wiki/Hallucination,"{""wikipedia_title"": ""Hallucination""}"
parasympathetic nervous system,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Blausen_0703_Parasympathetic_Innervation.png/960px-Blausen_0703_Parasympathetic_Innervation.png,https://en.wikipedia.org/wiki/Parasympathetic_nervous_system,"{""wikipedia_title"": ""Parasympathetic nervous system"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/f/f0/Blausen_0703_Parasympathetic_Innervation.png""}"
antidote,poisonous,,"An antidote is a substance that can counteract a form of poisoning. The term ultimately derives from the Greek term φάρμακον ἀντίδοτον (pharmakon antidoton), ""(medicine) given as a remedy"". An older term in English which is now rare is atterlothe, derived from ""atter"" (""poison, venom, morbid fluid""). Antidotes for anticoagulants are sometimes referred to as reversal agents. The antidotes for some particular toxins are manufactured by injecting the toxin into an animal in small doses and extracting the resulting antibodies from the host animals' blood. This results in an antivenom that can be used to counteract venom produced by certain species of snakes, spiders, and other venomous animals. Some animal venoms, especially those produced by arthropods (such as certain spiders, scorpions, and bees) are only potentially lethal when they provoke allergic reactions and induce anaphylactic shock; as such, there is no ""antidote"" for these venoms; however anaphylactic shock can be treated (e.g. with epinephrine). Some other toxins have no known antidote. For example, the poison batrachotoxin – a highly poisonous steroidal alkaloid derived from various poison dart frogs, certain beetles, and birds – has no antidote, and as a result, is often fatal if it enters the human body in sufficient quantities.",,https://en.wikipedia.org/wiki/Antidote,"{""wikipedia_title"": ""Antidote""}"
physostigmine,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Physostigmine_ball-and-stick_model_from_xtal_2002.png/960px-Physostigmine_ball-and-stick_model_from_xtal_2002.png,https://en.wikipedia.org/wiki/Physostigmine,"{""wikipedia_title"": ""Physostigmine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/b/b8/Physostigmine_ball-and-stick_model_from_xtal_2002.png""}"
pilocarpine,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Pilocarpine.svg/960px-Pilocarpine.svg.png,https://en.wikipedia.org/wiki/Pilocarpine,"{""wikipedia_title"": ""Pilocarpine"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/f/f8/Pilocarpine.svg""}"
narcosis,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/e/e3/Recovery_Position.JPG,https://en.wikipedia.org/wiki/Unconsciousness,"{""wikipedia_title"": ""Unconsciousness""}"
rabbits,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Oryctolagus_cuniculus_Rcdo.jpg/960px-Oryctolagus_cuniculus_Rcdo.jpg,https://en.wikipedia.org/wiki/Rabbit,"{""wikipedia_title"": ""Rabbit"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/1/1f/Oryctolagus_cuniculus_Rcdo.jpg""}"
Brugmansia,poisonous,,"Brugmansia is a genus of seven species of flowering plants in the nightshade family Solanaceae. They are woody trees or shrubs, with pendulous flowers, and have no spines on their fruit. Their large, fragrant flowers give them their common name of angel's trumpets, adjacent to the nickname devil's trumpets of the closely related genus Datura. Brugmansia species are among the most toxic of ornamental plants, containing tropane alkaloids of the type also responsible for the toxicity and deliriant effects of both jimsonweed and the infamous deadly nightshade. All seven species are known only in cultivation or as escapees from cultivation, and no wild plants have ever been confirmed. They are therefore listed as Extinct in the Wild by the IUCN Red List, although they are popular ornamental plants and still exist wild outside their native range as introduced species. It is suspected that their extinction in the wild is due to the extinction of some animal that previously dispersed the seeds, with human cultivation having ensured the genus's continued survival.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Brugmansia.jpg/960px-Brugmansia.jpg,https://en.wikipedia.org/wiki/Brugmansia,"{""wikipedia_title"": ""Brugmansia"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/f/f5/Brugmansia.jpg""}"
Datura,poisonous,,"Datura is a genus of nine species of highly poisonous, vespertine-flowering plants belonging to the nightshade family (Solanaceae). They are commonly known as thornapples or jimsonweeds, but are also known as devil's trumpets or mad apple (not to be confused with angel's trumpets, which are placed in the closely related genus Brugmansia). Other English common names include moonflower, devil's weed, and hell's bells. All species of Datura are extremely poisonous and psychoactive, especially their seeds and flowers, which can cause respiratory depression, arrhythmias, fever, delirium, hallucinations, anticholinergic toxidrome, psychosis, and death, if taken internally. The name Datura originates from the Hindi and Sanskrit words for ""thorn-apple,"" with historical and cultural significance in Ayurveda and Hinduism, while the American term ""jimsonweed"" derives from its prevalence in Jamestown, Virginia, where it was called ""Jamestown-Weed."" Datura species are herbaceous annual or short-lived perennial plants up to 2 meters tall with trumpet-shaped flowers and spiny fruit capsules, historically used in traditional medicine, especially in India, where they hold cultural and ritual significance. Datura species classification is complex due to high variability and overlapping traits among species, with many ""new species"" later reclassified as local varieties or subspecies; most species are native to Mexico, though some have disputed native ranges outside the Americas. Datura is closely related to Brugmansia and the recently established Trompettia. Due to their effects and symptoms, Datura species have occasionally been used not only as poisons, but also as hallucinogens by various groups throughout history. Traditionally, their psychoactive administration has often been associated with witchcraft and sorcery or similar practices in many cultures, including the Western world. Certain common Datura species have also been used ritualistically as entheogens by some Native American groups. Non-psychoactive use of plants in the genus is usually done for medicinal purposes, and the alkaloids present in some species have long been considered traditional medicines in both the New and Old Worlds due to the presence of the alkaloids scopolamine and atropine, which are also produced by plants associated with Old World medicine such as Hyoscyamus niger, Atropa belladonna, and Mandragora officinarum.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Sacred_datura_%28Datura_wrightii%29_%2814212557338%29.jpg/960px-Sacred_datura_%28Datura_wrightii%29_%2814212557338%29.jpg,https://en.wikipedia.org/wiki/Datura,"{""wikipedia_title"": ""Datura"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/1/14/Sacred_datura_%28Datura_wrightii%29_%2814212557338%29.jpg""}"
Caladium,poisonous,,"Caladium () is a genus of flowering plants in the family Araceae. They are often known by the common name elephant ear (which they share with the closely related genera Alocasia, Colocasia, and Xanthosoma), heart of Jesus, and angel wings. There are over 1000 named cultivars of Caladium bicolor from the original South American plant. The genus Caladium includes seven species that are native to South America and Central America, and naturalized in India, parts of Africa, and various tropical islands. They grow in open areas of the forest and on the banks of rivers and go dormant during the dry season. The wild plants grow to 15–35 inches (40–90 cm) tall, with leaves mostly 6-18 inches (15–45 cm) long and broad.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Caladium_schomburgkii_changjur-1-yercaud-salem-India.JPG/960px-Caladium_schomburgkii_changjur-1-yercaud-salem-India.JPG,https://en.wikipedia.org/wiki/Caladium,"{""wikipedia_title"": ""Caladium"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/f/f1/Caladium_schomburgkii_changjur-1-yercaud-salem-India.JPG""}"
Calla palustris,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Calla_palustris2.jpg,https://en.wikipedia.org/wiki/Calla_palustris,"{""wikipedia_title"": ""Calla""}"
rhizome,poisonous,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Euphorbia_rhizophora2_ies.jpg,https://en.wikipedia.org/wiki/Rhizome,"{""wikipedia_title"": ""Rhizome""}"
Colocasia,poisonous,,"Colocasia is a genus of flowering plants in the family Araceae, native to Southeast Asia and the Indian subcontinent. Some species are widely cultivated and naturalized in other tropical and subtropical regions. The species C. esculenta (taro) is invasive in wetlands along the Gulf Coast of the United States, where it threatens to displace native wetland plants. The names elephant ear and cocoyam are also used for some other large-leaved genera in the Araceae, notably Xanthosoma and Caladium.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Taimo_Okinawa.jpg/960px-Taimo_Okinawa.jpg,https://en.wikipedia.org/wiki/Colocasia,"{""wikipedia_title"": ""Colocasia"", ""image_full"": ""https://upload.wikimedia.org/wikipedia/commons/a/a5/Taimo_Okinawa.jpg""}"
